Id,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolQC,Fence,MiscVal,SaleCondition,Age,Re_Age,TotalFullBath,TotalHalfBath,SeasonSold,Artery,Feedr,PosA,PosN,RRAe,RRAn,RRNe,RRNn,LogSalePrice
727,RL,10594.0,21695,Pave,IR1,Lvl,Corner,Gtl,Crawfor,1Fam,1Story,6,Wd Sdng,Gd,CBlock,Gd,TA,No,880,Ex,Y,1680,Gd,5,Typ,Gd,Attchd,2,Y,292,44,0,0,None,0,Normal,21,2,3,0,Winter,0,0,0,0,0,0,0,0,12.310432660854417
728,RL,64.0,7314,Pave,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,Av,1232,Ex,Y,1232,Gd,6,Typ,None,Attchd,2,Y,132,0,0,0,None,0,Normal,2,2,3,0,Winter,0,0,0,0,0,0,0,0,12.178187442040638
729,RL,85.0,11475,Pave,Reg,Lvl,Corner,Gtl,NAmes,Duplex,1Story,5,VinylSd,TA,CBlock,TA,TA,No,1584,TA,Y,1776,TA,9,Typ,None,Detchd,3,Y,0,25,0,0,None,0,Abnorml,51,51,3,0,Summer,0,0,0,0,0,0,0,0,11.608235644774552
730,RM,52.0,6240,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,MetalSd,TA,CBlock,TA,TA,No,780,TA,Y,1208,TA,5,Typ,None,Detchd,2,Y,0,23,0,0,None,0,Normal,84,59,1,0,Winter,0,0,0,0,0,0,0,0,11.542484267211773
731,RL,39.0,5389,Pave,IR1,Lvl,Inside,Gtl,StoneBr,TwnhsE,1Story,8,CemntBd,Gd,PConc,Gd,TA,No,1595,Ex,Y,1616,Gd,5,Typ,TA,Attchd,2,Y,237,152,0,0,None,0,Normal,15,14,3,0,Spring,0,0,0,0,0,0,0,0,12.373703486914124
732,RL,73.0,9590,Pave,IR1,Lvl,Corner,Gtl,Timber,1Fam,SLvl,7,VinylSd,Gd,PConc,Ex,TA,Av,868,Ex,Y,1146,Gd,6,Typ,Gd,Attchd,2,Y,160,22,0,0,None,0,Normal,4,4,3,0,Spring,0,0,0,0,0,0,0,0,12.141534124392603
733,RL,75.0,11404,Pave,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,Av,1153,Ex,Y,2031,Gd,8,Typ,TA,Attchd,2,Y,192,84,0,0,None,0,Normal,10,9,2,1,Summer,0,0,0,0,0,0,0,0,12.312682380588432
734,RL,80.0,10000,Pave,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,HdBoard,TA,CBlock,TA,TA,No,864,Ex,Y,1144,TA,6,Typ,TA,Attchd,1,Y,165,0,0,0,GdWo,400,Normal,48,26,2,0,Spring,0,1,0,0,0,0,0,0,11.786001385032646
735,RL,8873.0,8978,Pave,IR1,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,Plywood,TA,PConc,TA,TA,No,948,TA,Y,948,TA,6,Typ,None,Attchd,1,Y,147,0,0,0,None,0,Family,39,39,1,0,Spring,0,0,0,0,0,0,0,0,11.589886506106357
736,RM,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2.5Unf,7,Wd Sdng,TA,BrkTil,Gd,TA,Mn,880,Fa,N,1768,TA,6,Typ,TA,Detchd,2,N,0,341,0,0,None,0,Normal,92,36,1,1,Fall,0,0,0,0,0,0,0,0,12.0015054797889
737,RL,60.0,8544,Pave,Reg,Lvl,Inside,Gtl,NAmes,Duplex,1Story,3,Stucco,TA,CBlock,None,None,None,0,Gd,N,1040,TA,6,Typ,None,Detchd,2,Y,0,0,0,0,None,0,Normal,56,56,2,0,Summer,0,0,0,0,0,0,0,0,11.44571671527678
738,RL,72.0,10463,Pave,IR1,HLS,CulDSac,Gtl,Gilbert,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,No,893,Ex,Y,1801,Gd,8,Typ,Gd,Attchd,3,Y,0,116,0,0,None,0,Normal,1,1,2,1,Summer,0,0,0,0,0,0,0,0,12.387977448827787
739,RL,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,Edwards,Duplex,1Story,5,Plywood,TA,CBlock,Gd,Gd,Gd,1200,TA,Y,1200,TA,5,Typ,None,None,0,Y,120,0,0,0,None,0,Alloca,22,21,6,0,Spring,0,0,0,0,0,0,0,0,12.095141084822892
740,RL,65.0,9313,Pave,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,864,Ex,Y,1728,Gd,7,Typ,None,Attchd,2,Y,187,56,0,0,None,0,Normal,5,5,2,1,Spring,0,0,0,0,0,0,0,0,12.154779351142624
741,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,5,Wd Sdng,TA,BrkTil,Fa,Fa,No,264,Ex,Y,1432,TA,7,Typ,None,Detchd,2,Y,270,0,0,0,GdPrv,0,Abnorml,97,5,2,0,Spring,0,0,0,0,0,0,0,0,11.790557201568507
742,RL,65.0,6768,Pave,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,6,HdBoard,TA,CBlock,TA,TA,Mn,912,Gd,Y,912,Gd,5,Typ,None,Detchd,1,Y,168,0,0,0,GdPrv,0,Normal,47,12,2,1,Spring,0,1,0,0,0,0,0,0,11.863582336583399
743,RL,65.0,8450,Pave,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,7,VinylSd,TA,PConc,Gd,TA,No,1349,Ex,Y,1349,TA,6,Typ,None,Attchd,2,Y,120,55,0,0,GdPrv,0,Normal,7,6,2,0,Winter,0,0,0,0,0,0,0,0,12.095141084822892
744,RL,70.0,12886,Pave,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,SLvl,5,HdBoard,TA,CBlock,Gd,TA,Av,520,Ex,Y,1464,TA,6,NonTyp,TA,Attchd,2,Y,302,0,100,0,None,0,Normal,46,10,2,1,Fall,0,0,0,0,0,0,0,0,12.072541252905651
745,RL,41.0,5395,Pave,IR1,HLS,Inside,Gtl,StoneBr,TwnhsE,1Story,8,HdBoard,Gd,PConc,Gd,TA,No,1337,Gd,Y,1337,Gd,5,Typ,TA,Attchd,2,Y,96,0,0,0,None,0,Normal,15,15,3,0,Fall,0,0,0,0,0,0,0,0,12.100712129872347
746,RL,10625.0,8963,Pave,IR1,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,8,VinylSd,Ex,CBlock,TA,Gd,No,1142,Ex,Y,2715,Gd,11,Typ,TA,BuiltIn,2,Y,0,204,0,0,None,0,Normal,32,12,3,2,Summer,0,0,0,0,0,0,0,0,12.610870864650634
747,RL,10237.0,8795,Pave,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,952,Ex,Y,2256,Gd,8,Typ,TA,BuiltIn,2,Y,224,54,0,0,None,0,Normal,9,9,2,1,Spring,0,0,0,0,0,0,0,0,12.371587084007746
748,RM,65.0,11700,Pave,IR1,Lvl,Corner,Gtl,OldTown,1Fam,2Story,7,Stucco,Gd,Stone,TA,Fa,No,1240,TA,N,2640,Gd,8,Typ,Gd,Detchd,4,N,181,0,0,0,None,0,Normal,129,6,1,1,Spring,0,0,0,0,0,0,0,0,12.491172637278908
749,RL,59.0,10593,Pave,IR1,Lvl,Inside,Gtl,NoRidge,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,No,1720,Ex,Y,1720,Gd,7,Typ,TA,Attchd,2,Y,240,56,0,0,None,0,Normal,14,14,3,0,Spring,0,0,0,0,0,0,0,0,12.46997418931655
750,RL,50.0,8405,Pave,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,4,WdShing,TA,Slab,None,None,None,0,TA,N,1529,TA,9,NonTyp,None,Detchd,1,N,92,0,0,0,None,0,Normal,64,59,2,0,Spring,0,0,0,0,0,0,0,0,11.49272275765271
751,RM,55.0,8800,Pave,Reg,Lvl,Corner,Gtl,OldTown,1Fam,1.5Fin,4,Wd Sdng,TA,BrkTil,TA,Fa,No,576,Gd,Y,1140,TA,7,NonTyp,None,None,0,N,0,160,0,0,None,0,Normal,100,6,1,0,Summer,0,0,0,0,0,0,0,0,11.477298287327077
752,RL,10237.0,7750,Pave,Reg,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,660,Ex,Y,1320,Gd,6,Typ,None,Attchd,2,Y,0,48,0,0,None,0,Normal,4,4,2,1,Summer,0,0,0,0,0,1,0,0,11.99535161421452
753,RL,79.0,9236,Pave,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,6,VinylSd,TA,PConc,Gd,TA,Gd,1479,Ex,Y,1494,Gd,6,Typ,None,Attchd,2,Y,168,27,0,0,None,0,Normal,9,9,3,0,Summer,0,0,0,0,0,0,0,0,12.287652632522597
754,RL,80.0,10240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,Mn,1030,Gd,Y,2098,Ex,8,Typ,Gd,Attchd,3,Y,192,52,0,0,None,0,Normal,1,1,2,1,Spring,0,0,0,0,0,0,0,0,12.526342907575106
755,RL,61.0,7930,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,Plywood,TA,CBlock,TA,TA,No,1026,Gd,Y,1026,Gd,5,Typ,None,Detchd,2,Y,171,48,0,0,None,0,Normal,40,4,2,0,Summer,0,0,0,0,0,0,0,0,11.957611286231675
756,FV,34.0,3230,Pave,Reg,Lvl,Inside,Gtl,Somerst,TwnhsE,2Story,6,MetalSd,TA,PConc,Gd,TA,No,729,Gd,Y,1471,TA,6,Typ,None,Detchd,2,Y,0,24,0,0,None,0,Normal,10,10,2,1,Spring,0,0,0,0,0,0,0,0,12.058152515453552
757,RL,68.0,10769,Pave,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,Av,866,Ex,Y,1768,Gd,7,Typ,None,Attchd,2,Y,144,105,0,0,None,0,Normal,2,2,2,1,Spring,0,0,0,0,0,0,0,0,12.26434155365415
758,RL,8873.0,11616,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,2Story,6,HdBoard,TA,CBlock,TA,TA,Mn,672,TA,Y,1386,TA,6,Typ,TA,Attchd,2,Y,335,0,0,0,GdPrv,0,Abnorml,32,32,2,1,Spring,0,0,0,0,0,0,0,0,11.976030352524807
759,FV,24.0,2280,Pave,Reg,Lvl,Inside,Gtl,Somerst,Twnhs,2Story,7,MetalSd,TA,PConc,Gd,TA,No,744,Gd,Y,1501,TA,6,Typ,None,Detchd,2,Y,0,0,0,0,None,0,Normal,9,9,2,1,Summer,0,0,0,0,0,0,0,0,12.097373228606832
760,RL,65.0,12257,Pave,IR1,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,Av,1318,Ex,Y,2531,Gd,9,Typ,TA,Attchd,3,Y,222,98,0,0,None,0,Normal,12,12,2,1,Fall,0,0,0,0,0,0,0,0,12.577636201962656
761,RL,70.0,9100,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,Wd Sdng,TA,CBlock,TA,TA,No,864,Ex,Y,864,TA,5,Typ,None,Detchd,1,Y,0,0,0,0,None,450,Normal,50,50,1,0,Fall,0,0,0,0,0,0,0,0,11.755871643580617
762,RM,60.0,6911,Pave,Reg,Lvl,FR2,Gtl,BrkSide,1Fam,1Story,5,Wd Sdng,TA,PConc,TA,TA,Mn,1145,TA,Y,1301,Fa,5,NonTyp,None,Detchd,2,Y,0,0,0,0,None,0,Normal,85,59,1,0,Fall,0,1,0,0,0,0,0,0,11.512925464970229
763,FV,72.0,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,VinylSd,TA,PConc,Gd,TA,Mn,756,Ex,Y,1547,Gd,7,Typ,None,Attchd,2,Y,169,45,0,0,None,0,Normal,1,1,2,1,Summer,0,0,0,0,0,0,0,0,12.279323107269766
764,RL,82.0,9430,Pave,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,Mn,1252,Ex,Y,2365,Gd,8,Typ,Gd,Attchd,3,Y,0,128,180,0,None,0,Normal,10,10,3,1,Summer,0,0,0,0,0,0,0,0,12.727838209334498
765,RL,30.0,9549,Pave,IR1,Lvl,CulDSac,Gtl,Veenker,TwnhsE,1Story,8,BrkFace,Gd,PConc,Gd,Gd,Av,1494,Ex,Y,1494,Ex,6,Typ,Gd,Attchd,2,Y,0,30,216,0,None,0,Normal,11,10,2,1,Spring,0,0,0,0,0,0,0,0,12.506177237980511
766,RL,75.0,14587,Pave,IR1,Lvl,Inside,Gtl,Somerst,1Fam,1Story,9,VinylSd,Gd,PConc,Gd,TA,No,1498,Ex,Y,1506,Ex,6,Typ,Gd,Attchd,2,Y,0,174,0,0,None,0,Partial,0,0,2,0,Summer,0,0,0,0,0,0,0,0,12.484204257170104
767,RL,80.0,10421,Pave,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,7,HdBoard,TA,CBlock,Gd,TA,No,980,TA,Y,1714,TA,7,Typ,TA,Attchd,2,Y,228,66,0,0,MnPrv,500,Normal,22,22,2,1,Spring,0,0,0,0,0,0,0,0,12.188417710291453
768,RL,75.0,12508,Pave,IR1,Lvl,Inside,Gtl,Mitchel,1Fam,1.5Fin,6,VinylSd,TA,CBlock,Gd,TA,Mn,983,Ex,Y,1750,TA,7,NonTyp,None,Attchd,1,Y,245,0,0,0,None,1300,Normal,68,23,3,0,Summer,0,0,0,0,0,0,0,0,11.982929094215963
769,RL,70.0,9100,Pave,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,No,1860,Ex,Y,1836,Gd,8,Typ,Gd,Attchd,2,Y,120,33,0,0,None,0,Normal,2,1,2,0,Fall,0,0,0,0,0,0,0,0,12.28690119819279
770,RL,47.0,53504,Pave,IR2,HLS,CulDSac,Mod,StoneBr,1Fam,2Story,8,CemntBd,Ex,PConc,Gd,TA,Gd,1650,Ex,Y,3279,Ex,12,NonTyp,Gd,BuiltIn,3,Y,503,36,210,0,None,0,Normal,7,7,4,1,Summer,0,0,0,0,0,0,0,0,13.195613839143922
771,RL,8873.0,7252,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,SFoyer,5,Wd Sdng,TA,CBlock,Gd,TA,Av,858,TA,Y,858,TA,5,Typ,None,Detchd,2,Y,120,0,0,0,None,0,Normal,27,27,2,0,Spring,0,0,0,0,0,0,0,0,11.812289042195847
772,RL,67.0,8877,Pave,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,4,Wd Sdng,TA,CBlock,Fa,Fa,No,836,TA,Y,1220,TA,6,Typ,None,Detchd,2,Y,0,0,0,0,None,0,Normal,55,55,1,0,Spring,0,0,0,0,0,0,0,0,11.532728092266408
773,RL,94.0,7819,Pave,Reg,Lvl,Inside,Gtl,Edwards,1Fam,SLvl,6,Plywood,TA,CBlock,TA,TA,Av,1029,TA,Y,1117,TA,6,Typ,TA,Detchd,2,Y,144,0,0,0,MnPrv,0,Abnorml,34,34,2,0,Spring,0,0,0,0,0,0,0,0,11.580584113444043
774,RL,70.0,10150,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,Wd Sdng,TA,CBlock,TA,TA,No,912,Ex,Y,912,TA,5,Typ,None,Attchd,1,Y,0,0,0,0,None,0,Normal,49,49,1,0,Summer,0,1,0,0,0,0,0,0,11.648330101976432
775,RL,110.0,14226,Pave,Reg,Lvl,Corner,Gtl,NridgHt,1Fam,1Story,8,VinylSd,Gd,PConc,Gd,TA,Av,1935,Gd,Y,1973,Gd,9,Typ,Gd,Attchd,3,Y,315,45,0,0,None,0,Partial,1,1,2,0,Summer,0,0,0,0,0,0,0,0,12.886641043883259
776,RM,32.0,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,TwnhsE,1Story,6,VinylSd,TA,PConc,Ex,TA,No,1204,Ex,Y,1204,TA,5,Typ,None,Attchd,2,Y,0,247,0,0,None,0,Normal,11,11,3,0,Summer,0,0,0,0,0,0,0,0,11.99535161421452
777,RL,86.0,11210,Pave,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,Av,1614,Ex,Y,1614,Gd,7,Typ,None,Attchd,3,Y,144,59,0,0,None,0,Partial,1,0,2,0,Summer,0,0,0,0,0,0,0,0,12.308177868467327
778,RL,100.0,13350,Pave,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,HdBoard,TA,CBlock,TA,TA,No,864,TA,Y,894,TA,5,Typ,Fa,Attchd,2,Y,241,0,0,0,MnPrv,0,Normal,32,32,2,0,Summer,0,0,0,0,0,0,0,0,11.867097278690842
779,RH,60.0,8400,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Duplex,1Story,5,Plywood,TA,Slab,None,None,None,0,TA,Y,2020,TA,10,Typ,TA,Detchd,2,Y,0,0,0,0,None,0,Normal,30,30,2,0,Fall,0,1,0,0,0,0,0,0,11.877568578558138
780,RL,78.0,10530,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Duplex,SFoyer,6,Plywood,TA,CBlock,Gd,TA,Gd,975,TA,Y,1004,TA,4,Typ,None,Attchd,2,Y,0,0,0,0,None,0,Normal,29,29,2,0,Spring,0,0,0,0,0,0,0,0,11.813030057420567
781,RL,63.0,7875,Pave,Reg,Lvl,Inside,Gtl,Gilbert,1Fam,1Story,7,HdBoard,TA,PConc,Gd,Gd,No,1237,Gd,Y,1253,TA,6,Typ,TA,Attchd,2,Y,220,21,0,0,None,0,Normal,12,11,2,0,Summer,0,0,0,0,0,0,0,0,12.078239274020289
782,RL,65.0,7153,Pave,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,6,VinylSd,Gd,PConc,Gd,TA,No,761,Ex,Y,1603,Gd,7,Typ,None,Attchd,2,Y,0,124,0,0,None,0,Normal,14,14,2,1,Summer,0,0,0,0,0,0,0,0,12.077670930725649
783,RL,67.0,16285,Pave,IR2,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,No,1413,Ex,Y,1430,Gd,6,Typ,None,Attchd,2,Y,0,33,0,0,None,0,Normal,8,7,2,0,Summer,0,0,0,0,0,0,0,0,12.139398512262181
784,RL,9945.0,9101,Pave,IR1,Lvl,Corner,Gtl,Mitchel,1Fam,SFoyer,5,Plywood,TA,PConc,Gd,TA,Av,1097,Ex,Y,1110,Gd,4,Typ,TA,Attchd,2,Y,303,30,0,0,None,0,Normal,31,31,2,0,Summer,0,0,0,0,0,0,0,0,12.016726473799254
785,RM,35.0,6300,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2.5Unf,6,Wd Sdng,TA,CBlock,TA,TA,No,742,Ex,Y,1484,TA,9,Typ,Gd,None,0,Y,0,291,0,0,None,0,Normal,94,7,2,0,Summer,0,0,0,0,0,0,0,0,11.759785542901755
786,RL,10625.0,9790,Pave,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,6,BrkFace,TA,CBlock,TA,TA,No,1372,TA,Y,1342,TA,7,Typ,Gd,Attchd,2,Y,0,0,197,0,None,0,Normal,42,42,2,0,Fall,0,1,0,0,0,0,0,0,11.992260421644849
787,RM,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,MetalSd,TA,PConc,Fa,TA,No,686,TA,Y,1652,TA,7,Typ,None,Detchd,1,Y,0,0,0,0,None,1200,Normal,95,60,3,0,Summer,1,0,0,0,0,0,0,0,11.842229212112828
788,RL,76.0,10142,Pave,IR1,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,956,Ex,Y,2084,Gd,8,Typ,None,BuiltIn,2,Y,0,45,0,0,None,0,Normal,6,6,3,1,Winter,0,0,0,0,0,0,0,0,12.358793732547838
789,RM,50.0,6000,Pave,Reg,Lvl,Corner,Gtl,OldTown,1Fam,1Story,4,MetalSd,TA,CBlock,TA,TA,No,901,Ex,Y,901,TA,4,Typ,None,Detchd,1,Y,0,0,0,0,None,0,Normal,54,8,1,0,Summer,0,0,0,0,0,0,0,0,11.588960151246226
790,RL,15593.0,12205,Pave,IR1,Low,Inside,Gtl,ClearCr,1Fam,2Story,6,HdBoard,TA,CBlock,TA,Fa,Gd,832,Gd,Y,2087,Gd,9,Typ,None,Attchd,2,Y,133,168,0,0,None,0,Normal,41,0,2,1,Summer,0,0,0,0,0,0,0,0,12.141534124392603
791,RL,43.0,3182,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,VinylSd,Gd,PConc,Gd,TA,No,1145,Ex,Y,1145,Gd,5,Typ,Gd,Attchd,2,Y,100,16,0,0,None,0,Normal,4,3,2,0,Fall,0,0,0,0,0,0,0,0,11.984178313616395
792,RL,9945.0,11333,Pave,IR1,Lvl,Corner,Gtl,Mitchel,1Fam,SLvl,6,HdBoard,TA,PConc,Gd,TA,Av,1029,TA,Y,1062,TA,5,Typ,TA,Attchd,2,Y,120,0,0,0,None,0,Normal,31,31,2,0,Spring,0,0,0,0,0,0,0,0,11.896826395162552
793,RL,92.0,9920,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,1Fam,2Story,7,MetalSd,Gd,PConc,Gd,TA,Av,1117,Ex,Y,2013,TA,8,Typ,TA,Attchd,2,Y,180,130,0,0,None,0,Normal,11,10,3,1,Summer,0,0,0,0,0,0,0,0,12.50539915757667
794,RL,76.0,9158,Pave,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,8,CemntBd,Gd,PConc,Gd,TA,Av,1496,Ex,Y,1496,Gd,7,Typ,None,Attchd,2,Y,168,130,0,0,None,0,Partial,0,0,2,0,Summer,0,0,0,0,0,0,0,0,12.323855681186558
795,RL,10237.0,10832,Pave,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,7,MetalSd,Gd,PConc,Gd,TA,No,712,Ex,Y,1895,Gd,7,Typ,TA,Attchd,2,Y,143,46,0,0,None,500,Normal,14,12,2,1,Fall,0,0,0,0,0,0,0,0,12.178187442040638
796,RL,70.0,8400,Pave,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,6,HdBoard,TA,CBlock,Gd,TA,No,650,TA,Y,1564,TA,7,Typ,TA,Attchd,2,Y,0,50,204,0,MnPrv,0,Normal,30,29,2,1,Spring,0,0,0,0,0,0,0,0,12.049418835484797
797,RL,71.0,8197,Pave,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,6,Plywood,TA,CBlock,TA,TA,No,660,Ex,Y,1285,TA,7,Typ,TA,Attchd,2,Y,138,0,0,0,MnPrv,0,Normal,30,30,1,1,Spring,0,0,0,0,0,0,0,0,11.874090314181814
798,RL,57.0,7677,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,VinylSd,TA,CBlock,TA,TA,No,773,Gd,Y,773,TA,4,Typ,None,Attchd,1,Y,0,0,0,0,None,0,Abnorml,55,55,1,0,Spring,0,0,0,0,0,0,0,0,11.608235644774552
799,RL,104.0,13518,Pave,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,9,VinylSd,Ex,PConc,Ex,TA,No,1926,Ex,Y,3140,Ex,11,Typ,Gd,BuiltIn,3,Y,144,78,0,0,None,0,Partial,1,0,3,1,Summer,0,0,0,0,0,0,0,0,13.091904169919621
800,RL,60.0,7200,Pave,Reg,Lvl,Corner,Gtl,SWISU,1Fam,1.5Fin,5,Wd Sdng,TA,BrkTil,Gd,TA,No,731,Ex,Y,1768,Gd,7,Typ,TA,Detchd,1,Y,0,0,0,0,MnPrv,0,Normal,70,57,2,1,Summer,0,1,0,0,0,0,0,0,12.072541252905651
801,RL,79.0,12798,Pave,IR1,HLS,Inside,Mod,ClearCr,1Fam,2Story,6,VinylSd,TA,PConc,Gd,TA,Gd,616,Gd,Y,1688,Gd,8,Typ,None,Attchd,2,Y,403,114,0,0,None,400,Normal,11,11,3,1,Spring,0,1,0,0,0,0,0,0,12.206072645530174
802,RM,40.0,4800,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,1Fam,1Story,4,MetalSd,TA,CBlock,TA,TA,No,1196,Ex,Y,1196,TA,5,Typ,None,Detchd,2,Y,0,0,0,0,None,0,Normal,91,17,2,0,Summer,0,0,0,0,0,0,0,0,11.607326140391713
803,RL,63.0,8199,Pave,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,WdShing,Gd,PConc,Gd,TA,Av,728,Ex,Y,1456,Gd,7,Typ,Gd,Attchd,2,Y,36,18,0,0,None,0,Normal,3,3,3,1,Fall,0,0,0,0,0,0,0,0,12.14950229404178
804,RL,107.0,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,9,VinylSd,Ex,PConc,Ex,TA,Gd,1734,Ex,Y,2822,Ex,12,Typ,Gd,BuiltIn,3,Y,52,170,192,0,None,0,Partial,1,0,3,1,Winter,0,0,0,0,0,0,0,0,13.275827535915461
805,RL,75.0,9000,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,Wd Sdng,TA,CBlock,TA,TA,No,936,TA,Y,1128,TA,5,NonTyp,None,Attchd,1,Y,0,0,0,0,GdWo,0,Family,52,52,1,0,Summer,0,0,0,0,0,0,0,0,11.678439903447801
806,RL,91.0,12274,Pave,IR1,Lvl,FR2,Gtl,Somerst,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,No,1417,Ex,Y,1428,Ex,6,Typ,None,Attchd,2,Y,0,60,0,0,None,0,Partial,0,0,2,0,Summer,0,0,0,0,0,0,0,0,12.33569641332368
807,RL,75.0,9750,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,SLvl,5,VinylSd,TA,PConc,TA,TA,Av,980,Gd,Y,980,TA,6,Typ,None,Attchd,1,Y,68,0,0,0,None,0,Normal,39,39,2,0,Fall,0,0,0,0,0,0,0,0,11.816726919301892
808,RL,144.0,21384,Pave,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,2Story,5,Wd Sdng,TA,CBlock,TA,TA,Gd,1324,Ex,Y,1576,Gd,6,Typ,TA,Attchd,2,Y,0,312,0,0,None,0,Normal,86,5,3,1,Spring,0,0,0,0,0,0,0,0,12.31716669303576
809,RL,85.0,13400,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,SLvl,5,VinylSd,TA,CBlock,TA,TA,Av,1024,TA,Y,1086,TA,6,Typ,Gd,Attchd,2,Y,0,0,0,0,GdWo,0,Normal,40,40,2,0,Summer,0,0,0,0,0,0,0,0,11.982616545377663
810,RM,90.0,8100,Pave,Reg,Lvl,Corner,Gtl,OldTown,1Fam,2.5Unf,5,AsbShng,TA,PConc,TA,TA,No,849,TA,N,2138,TA,11,Typ,None,Detchd,2,N,40,156,0,0,MnPrv,0,Normal,111,44,2,0,Fall,0,0,0,0,0,0,0,0,11.571194373094205
